StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q70,eu_f_1,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,eu_n_1,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,as_n_1,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,as_f_1,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,ab_f_1,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,ab_n_1,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q53_1,Q54_First Click,Q54_Last Click,Q54_Page Submit,Q54_Click Count,su_f_1,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,su_f2_1,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,su_n_1,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,va_f_1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,va_n_1,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,or_f_1,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,or_f2_1,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,or_n_1,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,gm_f_1,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,gm_f2_1,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,gm_n_1,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,sa_f_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,sa_n_1,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,br_f_1,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,br_f2_1,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,br_n_1,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,br_n2_1,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,en_f_1,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,en_f2_1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,en_n_1,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,pb_f_1,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,pb_n_1,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q48,age,religion,education,politics_1,politics_2,Q73,prolific,PROLIFIC_PID
2021-01-11 17:07:55,2021-01-11 17:13:39,0,159.205.196.159,100,344,1,2021-01-11 17:13:40,R_BPvKlfvnVGMlOMN,,,,,50.0565032958984375,19.98150634765625,anonymous,EN,1,,,,,,90,6.648,6.648,7.861,1,18,9.561,9.561,10.01,1,18,4.246,4.246,5.613,1,33,4.418,4.418,6.095,1,25,4.243,4.243,6.016,1,,,,,,0,7.619,7.619,9.352,1,24,7.417,7.417,9.084,1,79,0.135,7.947,9.306,2,,,,,,1,5.31,5.31,6.875,1,,0,0,10.11,0,90,7.49,7.49,10.118,1,5,4.758,4.758,6.694,1,85,7.98,7.98,9.186,1,,0,0,5.465,0,,,,,,,0,0,10.117,0,26,6.784,6.784,8.202,1,,,,,,88,6.23,6.23,7.384,1,,,,,,,,,,,,0.346,0.346,10.112,1,79,8.009,8.009,9.361,1,,0,0,10.017,0,80,7.705,8.735,9.735,2,80,9.603,9.603,10.01,1,2,32,5,5,2,4,,,
2021-01-11 20:39:08,2021-01-11 20:45:43,0,92.23.114.237,100,395,1,2021-01-11 20:45:43,R_2dEmSiyWmus59PY,,,,,54.98809814453125,-1.6194000244140625,anonymous,EN,1,43,11.331,11.331,12.472,1,62,10.303,10.303,11.239,1,33,8.867,8.867,9.92,1,16,9.69,9.69,10.684,1,100,9.961,9.961,10.712,1,34,6.278,6.278,7.558,1,68,9.129,9.129,10.096,1,19,13.359,13.359,14.48,1,59,6.59,6.59,7.719,1,65,7.738,7.738,8.66,1,3,8.019,8.019,9.319,1,65,10.741,10.741,11.704,1,89,9.055,9.055,9.902,1,90,7.417,7.417,8.291,1,28,7.451,7.451,9.485,1,61,4.321,4.321,5.482,1,58,8.507,8.507,9.799,1,27,6.663,6.663,7.812,1,63,7.344,7.344,8.479,1,66,12.524,12.524,14.165,1,98,12.181,12.181,13.231,1,,0,0,15.129,0,46,11.986,11.986,13.279,1,66,6.366,6.366,7.372,1,,0,0,15.111,0,64,8.96,8.96,9.935,1,59,6.925,6.925,8.093,1,90,8.442,8.442,9.262,1,77,8.942,8.942,10.122,1,1,73,1,6,5,6,5,5e31e1632878161c9923f90e,5e31e1632878161c9923f90e
2021-01-11 20:50:13,2021-01-11 20:56:29,0,79.69.46.161,100,375,1,2021-01-11 20:56:29,R_31NRT7agGkaMqtN,,,,,53.08880615234375,-2.2711029052734375,anonymous,EN,1,67,4.946,4.946,6.045,1,58,5.224,5.224,6.375,1,69,5.277,6.379,7.124,2,15,4.803,4.803,6.158,1,18,6.678,6.678,8.578,1,45,9.29,10.721,11.883,2,96,5.185,6.254,6.278,2,15,8.539,8.539,9.724,1,30,6.501,6.501,7.816,1,66,10.101,10.101,11.074,1,34,6.077,6.077,7.231,1,69,5.791,5.791,6.73,1,28,13.283,13.283,14.327,1,70,6.942,6.942,7.79,1,35,6.451,6.451,7.787,1,36,7.165,7.165,8.423,1,71,5.169,5.169,6.035,1,61,5.305,5.305,6.429,1,71,7.565,7.565,8.534,1,37,9.373,10.642,11.239,2,27,6.73,6.73,7.925,1,95,5.97,5.97,6.841,1,31,6.441,6.441,8.015,1,100,5.48,5.48,6.344,1,61,9.597,9.597,10.591,1,41,11.995,11.995,13.924,1,36,7.658,8.961,8.969,2,59,7.304,7.304,8.564,1,87,11.161,11.161,12.139,1,2,53,1,3,5,6,6,5d5334fa962bb7001bc3fa2f,5d5334fa962bb7001bc3fa2f
2021-01-11 20:57:41,2021-01-11 21:03:13,0,217.169.17.9,100,332,1,2021-01-11 21:03:14,R_2y33cv2T3Z9UqET,,,,,51.8206024169921875,-1.0485992431640625,anonymous,EN,1,90,4.642,4.642,5.201,1,100,3.231,3.231,3.712,1,100,4.029,4.029,4.796,1,18,3.648,4.375,5.327,2,76,7.486,7.486,8.34,1,68,5.406,5.406,6.588,1,100,5.441,6.624,7.803,3,0,8.129,8.129,8.974,1,57,8.5,8.5,9.39,1,89,5.757,5.757,6.68,1,0,4.038,4.038,4.934,1,67,4.843,12.757,13.647,3,,0,0,15.01,0,64,12.897,12.897,14.063,1,59,12.748,12.748,14.222,1,100,3.068,3.533,4.347,2,30,9.508,9.508,10.584,1,0,3.596,5.299,5.859,3,69,8.802,9.479,10.594,2,33,7.836,10.806,11.061,2,83,11.337,11.696,12.465,2,82,3.654,5.472,6.192,3,14,4.729,4.729,5.577,1,89,6.663,6.663,7.475,1,68,8.36,8.36,9.001,1,69,7.067,7.067,8.082,1,66,11.811,11.811,12.762,1,84,6.75,7.398,8.656,2,63,13.166,13.166,14.15,1,1,19,4,2,5,6,5,5fdba59c8fed49025cfe5113,5fdba59c8fed49025cfe5113
2021-01-11 20:59:09,2021-01-11 21:04:01,0,5.70.36.100,100,292,1,2021-01-11 21:04:02,R_3p8QQXJ1cdRbCpw,,,,,54.5832977294921875,-5.9333038330078125,anonymous,EN,1,87,6.433,6.433,7.205,1,64,4.566,4.566,5.441,1,58,5.045,5.045,5.774,1,18,5.12,5.12,6.582,1,22,7.934,7.934,8.611,1,100,3.275,3.275,3.905,1,25,6.91,6.91,8.092,1,14,11.263,11.263,12.18,1,35,11.09,11.09,11.839,1,75,6.738,6.738,7.956,1,55,7.283,8.329,8.937,2,74,5.507,5.507,6.139,1,79,12.002,12.002,12.964,1,70,5.379,7.073,7.75,2,30,6.365,6.365,7.3,1,47,4.864,4.864,5.631,1,48,5.623,5.623,6.253,1,21,4.002,4.002,4.844,1,35,7.541,7.541,8.21,1,0,5.7,5.7,6.703,1,80,9.336,9.336,11.171,1,67,4.556,6.098,6.773,2,72,4.307,4.307,5.174,1,60,3.798,3.798,4.408,1,35,10.999,10.999,11.795,1,62,9.11,9.836,10.591,2,84,7.252,7.252,8.021,1,79,8.209,10.048,10.614,2,100,9.281,9.281,10.35,1,1,25,2,5,7,7,6,5d9cf0cb65aa2e0013126310,5d9cf0cb65aa2e0013126310
2021-01-11 20:59:07,2021-01-11 21:04:15,0,86.22.209.61,100,308,1,2021-01-11 21:04:15,R_2zjQRYKZVdA3Kdt,,,,,53.55279541015625,-2.6251983642578125,anonymous,EN,1,34,5.2,5.2,6.837,1,94,4.904,4.904,6.346,1,38,12.386,12.386,13.189,1,19,5.636,5.636,6.385,1,40,7.929,7.929,8.701,1,74,4.196,6.058,7.074,3,98,2.83,3.479,4.186,2,13,7.238,7.238,8.08,1,43,6.892,6.892,8.277,1,72,5.557,6.774,7.492,3,35,5.007,5.007,5.981,1,32,5.494,5.494,6.266,1,4,11.176,12.197,13.884,2,91,8.581,8.581,9.291,1,71,9.493,9.493,10.845,1,,5.772,5.772,6.959,1,68,4.977,4.977,5.625,1,64,4.471,4.471,5.149,1,37,9.867,9.867,10.648,1,35,5.789,5.789,6.654,1,96,3.936,3.936,4.61,1,34,3.534,3.534,4.239,1,74,5.412,5.412,6.169,1,44,9.956,9.956,11.368,1,68,5.639,5.639,6.981,1,68,5.407,5.407,6.147,1,70,10.098,10.887,11.6,2,87,5.794,7.124,8.951,3,97,7.055,7.055,7.882,1,2,,4,5,5,5,6,5ea3f7021782d23892358af1,5ea3f7021782d23892358af1
2021-01-11 21:01:28,2021-01-11 21:05:45,0,82.11.32.191,100,256,1,2021-01-11 21:05:45,R_24jkq2C5NpTXdcN,,,,,52.65130615234375,-1.0876007080078125,anonymous,EN,1,37,6.564,6.564,8.165,1,61,2.92,2.92,3.962,1,64,5.03,5.03,6.277,1,15,3.246,3.246,4.419,1,27,7.13,7.13,8.003,1,63,5.21,5.21,6.342,1,100,6.597,6.597,7.766,1,1,4.947,4.947,5.985,1,38,6.321,6.321,8.345,1,100,5.679,5.679,6.789,1,32,4.284,4.284,6.448,1,40,10.76,10.76,11.819,1,11,7.935,7.935,9.068,1,74,11.79,11.79,12.733,1,17,5.58,5.58,6.682,1,93,3.408,3.408,4.568,1,51,7.154,7.154,8.284,1,,0,0,4.059,0,57,7.601,7.601,8.687,1,17,6.18,6.362,7.87,2,96,4.871,4.871,5.759,1,100,2.85,2.85,4.044,1,15,5.745,6.584,7.613,2,93,3.945,4.716,5.949,2,69,6.058,6.058,7.082,1,83,4.675,4.675,5.791,1,36,3.866,3.866,4.918,1,51,4.417,4.417,7.193,1,30,9.511,9.511,10.566,1,2,24,1,4,3,5,6,5e514ee960dd0917e68a1ba5,5e514ee960dd0917e68a1ba5
2021-01-11 21:01:49,2021-01-11 21:05:51,0,90.220.176.235,100,241,1,2021-01-11 21:05:51,R_3nuDhTLJhk28rEo,,,,,51.5680999755859375,-0.0894012451171875,anonymous,EN,1,67,3.779,3.779,4.353,1,35,3.352,3.352,4.391,1,32,5.183,5.183,5.981,1,16,6.088,6.088,6.966,1,69,10.369,11.084,11.485,2,45,3.622,3.622,4.802,1,100,3.483,3.483,4.001,1,0,9.478,9.478,10.262,1,41,3.248,3.248,4.141,1,68,4.919,4.919,5.481,1,37,5.031,5.031,5.845,1,69,5.14,5.14,5.855,1,83,7.561,7.561,8.694,1,74,4.828,4.828,5.652,1,32,5.339,5.339,6.223,1,30,4.387,4.387,5.072,1,42,6.292,6.292,6.965,1,58,3.46,3.46,4.102,1,67,6.783,6.783,7.518,1,36,3.406,3.406,4.249,1,98,5.288,5.288,5.801,1,0,3.879,3.879,4.707,1,100,4.898,4.898,5.525,1,0,3.252,3.252,4.321,1,74,6.871,6.871,7.615,1,58,7.039,7.039,7.923,1,13,6.97,6.97,7.925,1,65,6.431,6.431,7.126,1,77,9.473,9.473,10.197,1,2,24,1,4,5,6,6,5c7bb4095dcdda001427a670,5c7bb4095dcdda001427a670
2021-01-11 21:05:00,2021-01-11 21:10:37,0,80.229.169.214,100,337,1,2021-01-11 21:10:37,R_2E4DgpNwGbZNmSc,,,,,50.4438018798828125,-3.5760040283203125,anonymous,EN,1,33,11.02,11.02,12.797,1,25,6.096,6.096,9.09,1,18,4.168,4.168,8.169,1,20,4.686,4.686,6.603,1,15,6.33,6.33,9.158,1,100,3.067,3.067,5.38,1,8,4.373,4.373,7.559,1,16,9.892,9.892,11.788,1,33,6.228,6.228,8.09,1,82,5.583,9.222,10.847,3,19,7.482,7.482,9.866,1,97,6.21,6.21,8.374,1,35,11.395,11.395,13.73,1,95,5.199,5.199,6.635,1,32,5.565,5.565,7.383,1,86,4.845,4.845,6.733,1,33,7.445,7.445,9.453,1,5,5.853,5.853,8.915,1,68,10.276,10.276,12.312,1,33,7.2,7.2,9.484,1,95,5.679,5.679,8.016,1,33,6.258,6.258,9.587,1,83,5.459,9.224,10.947,2,29,7.413,7.413,9.513,1,67,5.908,5.908,7.743,1,72,8.833,9.812,12.95,2,35,6.816,6.816,8.932,1,99,5.812,5.812,7.8,1,87,10.694,10.694,12.842,1,2,47,5,4,6,6,6,5b15b57e1e55760001ba257d,5b15b57e1e55760001ba257d
2021-01-11 21:06:43,2021-01-11 21:10:47,0,90.213.3.11,100,244,1,2021-01-11 21:10:48,R_1r1dwH0eMSkEbjB,,,,,51.2738037109375,0.4976959228515625,anonymous,EN,1,66,4.999,6.508,7.876,3,100,3.422,4.031,4.387,2,66,4.01,4.01,4.663,1,18,7.996,7.996,9.15,1,73,9.873,9.873,10.525,1,58,2.978,2.978,3.96,1,80,4.94,4.94,5.672,1,72,5.81,7.698,8.608,2,37,6.25,6.25,6.963,1,65,3.027,3.027,3.78,1,24,3.508,3.508,4.445,1,38,3.401,5.97,6.92,4,86,8.882,8.882,9.488,1,100,4.726,4.726,5.374,1,60,4.07,4.07,4.912,1,66,2.761,2.761,3.422,1,51,4.838,4.838,5.531,1,33,3.342,3.342,4.244,1,70,4.979,4.979,5.585,1,67,10.574,14.038,14.713,4,100,5.773,5.773,6.525,1,0,2.509,2.509,3.723,1,100,4.236,4.236,4.96,1,0,3.675,3.675,4.823,1,68,6.161,6.161,7.096,1,74,5.829,5.829,6.469,1,95,5.069,5.069,5.628,1,100,5.355,5.355,6.069,1,100,7.825,7.825,8.82,1,1,30,1,3,6,6,6,5f72adea4576d21f8ac889a0,5f72adea4576d21f8ac889a0
2021-01-11 21:05:53,2021-01-11 21:11:03,0,86.162.65.13,100,310,1,2021-01-11 21:11:03,R_1QLf0cUtfjqYDYJ,,,,,51.758697509765625,-0.05029296875,anonymous,EN,1,32,7.6,7.6,8.521,1,,5.271,12.238,12.774,12,64,8.621,9.838,10.814,3,20,3.922,4.931,5.488,3,0,6.452,8.948,9.677,4,,3.296,3.296,5.33,1,76,2.252,6.715,7.479,4,,0,0,7.566,0,100,6.961,8.241,9.434,2,0,6.804,7.518,8.389,2,0,5.724,5.724,6.654,1,67,5.345,6.195,7.271,3,2,8.832,13.429,13.884,8,33,7.416,9.832,10.756,2,0,5.658,9.814,10.838,6,,0,0,5.001,0,,0,0,6.472,0,100,6.339,12.349,13.196,8,,7.277,7.277,7.697,1,,0,0,7.248,0,99,5.92,6.733,6.766,2,67,4.815,4.815,5.764,1,,0,0,4.103,0,0,4.46,5.17,6.12,2,100,8.979,8.979,9.602,1,2,10.226,10.226,10.847,1,0,7.506,9.133,9.163,3,100,6.939,10.344,10.354,5,100,8.912,8.912,9.522,1,2,63,4,3,6,6,6,5ea0b7e421f4e40ab8873150,5ea0b7e421f4e40ab8873150
2021-01-11 21:06:10,2021-01-11 21:11:31,0,85.60.208.238,100,320,1,2021-01-11 21:11:31,R_1CkGVkM3wYr4gL9,,,,,36.514892578125,-4.8838043212890625,anonymous,EN,1,61,6.188,6.188,7.513,1,14,4.016,4.016,5.316,1,56,8.242,9.495,10.251,2,15,9.267,10.791,12.763,2,28,7.115,9.624,11.212,2,,0,0,6.168,0,71,6.027,6.027,7.109,1,45,7.054,7.054,9.849,1,33,6.042,6.042,7.351,1,98,6.838,6.838,7.932,1,43,8.416,8.416,9.863,1,100,4.651,4.651,6.138,1,81,7.695,9.905,10.907,2,71,5.878,5.878,7.173,1,67,6.218,6.218,7.601,1,16,3.923,3.923,5.395,1,61,7.135,7.135,10.26,1,,0,0,7.978,0,,0,0,8.209,0,,0,0,7.764,0,90,8.782,8.782,10.046,1,35,5.238,7.101,8.35,2,,0,0,7.512,0,44,5.436,5.436,6.637,1,69,5.994,5.994,7.155,1,66,6.523,6.523,7.756,1,,0,0,10.383,0,89,6.139,6.139,7.284,1,100,7.395,7.395,8.626,1,2,62,1,3,6,6,6,5f00a0b70329ec1ad206aa9b,5f00a0b70329ec1ad206aa9b
2021-01-11 21:07:42,2021-01-11 21:12:02,0,82.25.148.189,100,260,1,2021-01-11 21:12:03,R_3qWNYNKjOGkMYMr,,,,,55.9488983154296875,-3.1631927490234375,anonymous,EN,1,78,4.545,4.545,5.199,1,79,3.965,3.965,4.53,1,19,6.516,6.516,7.426,1,18,3.254,4.82,5.624,2,34,5.69,5.69,6.833,1,77,1.907,4.643,5.228,2,68,4.982,4.982,5.56,1,0,7.838,7.838,8.68,1,40,5.968,7.552,8.2,2,67,6.505,6.505,7.035,1,46,7.076,7.076,7.769,1,100,3.685,3.685,4.297,1,0,9.165,9.165,10.342,1,67,5.362,5.362,6.066,1,16,5.416,5.416,6.122,1,67,2.58,4.029,4.642,2,52,8.002,8.823,9.145,2,17,3.662,5.549,6.512,2,100,6.246,6.246,6.888,1,33,5.715,5.715,6.559,1,67,4.561,10.966,12.239,3,83,3.378,3.378,4.016,1,28,8.383,8.383,9.257,1,68,4.269,4.269,4.876,1,100,9.543,9.543,10.397,1,68,8.959,8.959,9.661,1,68,6.704,6.704,7.417,1,79,6.108,7.29,7.883,2,100,10.501,10.976,11.565,2,1,32,4,3,4,5,6,5c92017dc719fc00017df090,5c92017dc719fc00017df090
2021-01-11 21:06:49,2021-01-11 21:13:06,0,90.201.218.142,100,377,1,2021-01-11 21:13:07,R_1LSwUeJCMYCKMjD,,,,,54.4333038330078125,-6,anonymous,EN,1,67,7.65,7.65,8.834,1,67,9.742,9.742,11.576,1,29,7.689,8.398,9.508,2,18,7.823,7.823,8.813,1,25,8.409,8.409,10.294,1,97,5.762,5.762,6.718,1,29,6.336,6.336,7.414,1,71,12.561,12.561,13.55,1,68,8.156,8.156,9.088,1,70,10.275,10.275,11.408,1,92,6.419,6.419,7.149,1,93,8.294,8.294,9.174,1,86,14.972,14.972,15.009,1,79,11.331,11.331,12.295,1,30,9.134,10.519,11.603,2,68,7.529,7.529,9.298,1,73,11.321,13.361,14.437,3,37,7.523,7.523,8.462,1,71,8.749,10.012,10.938,2,70,10.146,10.146,11.411,1,94,8.059,8.059,8.999,1,88,4.886,8.174,9.147,3,84,7.229,7.229,8.268,1,28,6.896,6.896,7.943,1,74,10.299,10.299,11.255,1,77,9.701,9.701,10.741,1,69,9.983,9.983,11.55,1,58,10.564,10.564,11.569,1,72,13.501,13.501,14.58,1,2,33,5,4,5,5,5,5e8e588bdf10df1148b4f9f3,5e8e588bdf10df1148b4f9f3
2021-01-11 21:10:22,2021-01-11 21:15:15,0,95.144.106.211,100,292,1,2021-01-11 21:15:15,R_wKJvmYlBCrWj8nn,,,,,54.0771026611328125,-0.2306060791015625,anonymous,EN,1,85,6.815,6.815,9.019,1,96,4.244,4.244,4.991,1,84,9.435,9.435,11.246,1,18,4.103,4.103,5.032,1,32,6.203,6.203,7.315,1,99,3.445,3.445,4.249,1,64,6.658,6.658,7.767,1,19,9.637,9.637,11.704,1,32,7.627,7.627,9.646,1,82,6.109,6.109,7.735,1,18,7.496,7.496,8.414,1,35,6.619,6.619,7.685,1,71,10.96,10.96,12.364,1,82,6.111,6.111,6.874,1,18,8.095,8.095,9.347,1,75,3.125,3.125,3.978,1,64,6.6,6.6,8.123,1,29,10.682,11.85,12.958,2,80,9.741,9.741,11.329,1,6,5.6,5.6,6.731,1,67,9.4,9.4,10.522,1,13,3.861,3.861,4.785,1,79,4.164,4.164,4.945,1,33,3.895,5.503,6.427,2,67,6.513,6.513,7.524,1,66,8.293,8.293,10.433,1,33,8.125,8.125,9.256,1,75,6.998,8.534,10.785,3,83,11.116,11.116,12.112,1,1,49,1,3,5,5,6,5c966ef941172c00165d6fc5,5c966ef941172c00165d6fc5
2021-01-11 21:08:41,2021-01-11 21:15:38,0,188.30.20.92,100,417,1,2021-01-11 21:15:39,R_3n7VfLb6GMYoKYg,,,,,56.0348052978515625,-3.4980926513671875,anonymous,EN,1,68,7.674,7.674,8.834,1,100,4.64,4.64,6.078,1,32,11.848,11.848,13.1,1,18,8.309,8.309,9.593,1,66,8.73,8.73,10.205,1,33,5.899,7.681,8.997,2,81,5.296,5.296,6.549,1,51,7.237,7.237,9.944,1,32,6.685,6.685,8.292,1,100,6.59,7.864,9.198,2,18,8.835,8.835,10.29,1,67,8.399,8.399,9.701,1,,0,0,11.786,0,68,8.994,8.994,10.145,1,32,8.372,8.372,9.824,1,100,4.327,4.327,5.737,1,,0,0,7.465,0,0,4.758,4.758,6.261,1,72,9.409,12.194,14.198,3,33,9.095,9.095,10.686,1,,0,0,11.04,0,67,5.537,5.537,6.778,1,62,8.288,8.288,9.489,1,60,13.232,13.232,14.55,1,100,9.813,9.813,11.475,1,,0,0,10.126,0,51,9.33,9.33,10.985,1,81,8.526,10.388,12.2,2,70,11.222,11.222,13.02,1,2,52,1,2,5,5,6,5ced2b44c0267f0001445982,5ced2b44c0267f0001445982
2021-01-11 21:09:36,2021-01-11 21:15:53,0,62.74.9.91,100,376,1,2021-01-11 21:15:53,R_248fJYHh1HIvdEm,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,1,68,7.465,7.465,8.261,1,94,13.651,13.651,14.322,1,100,5.366,7.878,8.487,3,20,6.033,6.033,7.336,1,48,5.49,8.09,8.922,2,,0,0,2,0,61,5.765,12.243,13.017,2,0,8.741,10.237,11.75,2,18,5.489,5.489,6.525,1,100,7.87,10.598,11.263,3,48,5.129,8.227,8.962,2,90,7.447,7.447,8.245,1,100,11.031,11.031,15.018,1,31,7.679,7.679,8.998,1,34,7.425,7.425,10.375,1,82,4.792,8.969,9.563,4,56,14.135,14.135,14.851,1,0,8.297,8.297,9.213,1,68,9.976,9.976,10.808,1,51,7.618,7.618,8.754,1,100,11.871,11.871,12.461,1,0,12.198,12.198,13.112,1,100,4.394,4.394,4.99,1,31,0.142,5.933,6.868,2,67,9.811,10.556,11.021,2,33,8.953,12.922,13.649,2,56,7.596,7.596,15.012,1,100,10.491,10.491,11.23,1,100,0.266,12.309,12.914,2,1,44,1,2,4,6,5,5d8a62e934146e001a8ea16d,5d8a62e934146e001a8ea16d
2021-01-11 21:11:48,2021-01-11 21:16:26,0,176.27.75.47,100,278,1,2021-01-11 21:16:26,R_cI4MLcsT3DG6hqh,,,,,53.4141998291015625,-2.227996826171875,anonymous,EN,1,31,5.901,5.901,7.025,1,,0,0,5.293,0,35,5.525,5.525,6.559,1,19,4.876,4.876,5.551,1,,0,0,15.114,0,67,4.995,4.995,5.893,1,37,0.155,4.549,5.383,2,98,6.095,6.095,6.894,1,100,6.89,6.89,7.563,1,34,5.202,5.202,6.226,1,65,7.694,7.694,8.945,1,36,5.3,5.3,6.399,1,94,7.074,7.074,7.783,1,4,10.336,10.336,11.491,1,6,10.24,10.24,11.312,1,34,4.582,6.741,7.49,3,71,5.471,5.471,6.351,1,65,6.21,6.21,7.279,1,30,7.763,9.044,9.899,2,51,5.761,5.761,6.566,1,95,4.923,4.923,5.568,1,65,4.637,4.637,5.564,1,,0,0,3.753,0,48,5.488,5.488,6.222,1,97,5.751,5.751,6.831,1,69,12.95,12.95,14.302,1,6,8.436,8.436,9.408,1,93,6.451,6.451,7.809,1,97,9.15,9.15,9.916,1,2,37,4,4,5,4,5,5f7c7530b5861b0913688a6c,5f7c7530b5861b0913688a6c
2021-01-11 21:10:41,2021-01-11 21:17:09,0,90.216.40.141,100,388,1,2021-01-11 21:17:09,R_3not1ZunDqTcmI2,,,,,55.9409027099609375,-3.2938995361328125,anonymous,EN,1,100,4.11,4.11,5.789,1,100,5.341,5.341,6.959,1,100,5.193,5.193,7.714,1,18,5.773,7.391,9.388,2,58,12.282,13.258,14.629,2,20,7.218,7.218,8.755,1,100,5.992,5.992,7.252,1,61,10.941,10.941,12.509,1,0,8.644,8.644,10.654,1,24,6.511,6.511,7.93,1,39,6.786,6.786,8.318,1,41,8.959,8.959,10.429,1,89,14.221,14.221,15.005,1,94,11.089,11.089,12.311,1,67,7.489,7.489,10.858,1,67,4.095,4.095,5.324,1,56,11.655,11.655,12.89,1,15,6.869,6.869,8.466,1,76,7.701,9.973,11.363,2,0,8.017,8.017,9.732,1,34,7.934,7.934,9.529,1,100,4.181,4.181,5.614,1,6,7.701,7.701,9.374,1,100,6.121,6.121,7.424,1,63,8.224,10.466,11.609,2,80,12.901,12.901,14.234,1,55,12.974,12.974,15.107,1,86,11.77,11.77,13.089,1,100,11.184,11.184,12.461,1,1,38,1,2,6,6,6,5fa8030f008edf5d07a3ab8b,5fa8030f008edf5d07a3ab8b
2021-01-11 21:12:29,2021-01-11 21:17:29,0,151.230.179.212,100,300,1,2021-01-11 21:17:29,R_2TZC7WgF5wOztdb,,,,,50.9051055908203125,-1.3654937744140625,anonymous,EN,1,84,9.305,9.305,10.846,1,,0,0,2.723,0,77,4.995,7.262,8.78,2,18,9.906,9.906,11.169,1,31,6.228,6.228,8.373,1,100,5.018,5.018,6.015,1,71,8.302,9.688,10.919,2,4,7.802,9.165,11.082,2,44,5.885,5.885,7.695,1,78,5.582,5.582,7.016,1,33,5.228,5.228,6.59,1,59,6.601,7.216,8.612,2,12,5.463,5.895,7.125,3,68,5.78,5.78,7.205,1,35,6.215,6.215,7.648,1,35,4.884,4.884,6.644,1,67,6.516,6.516,8.288,1,37,5.662,5.662,7.071,1,68,5.768,5.768,7.118,1,1,6.403,6.403,7.707,1,97,5.713,7.474,8.623,2,37,5.419,5.419,7.061,1,88,5.354,5.354,6.92,1,31,8.098,8.098,9.618,1,61,11.953,11.953,13.194,1,62,5.844,5.844,7.123,1,33,4.653,6.136,7.728,3,100,4.825,4.825,5.994,1,99,7.211,7.211,8.428,1,2,57,5,3,7,7,6,5a1bed74517dfb00013dcdc5,5a1bed74517dfb00013dcdc5
