StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_1,ab_c_f_1,su_f_1,su_c_f_1,va_f_1,va_c_f_1,gm_f_1,gm_c_f_1,sa_f_1,sa_c_f_1,br_f_1,br_c_f_1,pb_f_1,pb_c_f_1,su_n_1,su_c_n_1,ab_n_1,ab_c_n_1,va_n_1,va_c_n_1,gm_n_1,gm_c_n_1,sa_n_1,sa_c_n_1,br_n_1,br_c_n_1,pb_n_1,pb_c_n_1,gender,age,religion,education,politics_1,politics_2,Q77,Q79,PROLIFIC_PID,STUDY_ID,default,cnd
2021-04-07 19:36:01,2021-04-07 19:38:48,0,139.184.223.186,100,166,1,2021-04-07 19:38:48,R_2aJGWaoAJLB4JrP,,,,,50.8612060546875,-0.1194000244140625,anonymous,ES-ES,1,35,7,31,33,32,68,66,,51,13,44,33,67,34,,,,,,,,,,,,,,,3,19,1,3,1,1,6,5cf037cb8f775d001aa89bb7,5cf037cb8f775d001aa89bb7,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:36:13,2021-04-07 19:39:01,0,94.12.88.94,100,168,1,2021-04-07 19:39:01,R_2BtkQollWGqq82f,,,,,51.7657012939453125,-1.279693603515625,anonymous,ES-ES,1,27,84,32,81,10,100,8,100,72,97,0,85,85,78,,,,,,,,,,,,,,,2,38,2,5,1,1,6,5fba4c62139bcc9bb911dc46,5fba4c62139bcc9bb911dc46,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:36:58,2021-04-07 19:39:12,0,94.173.226.201,100,133,1,2021-04-07 19:39:12,R_1LbakbJ8odBoyw3,,,,,51.4535064697265625,-2.591705322265625,anonymous,ES-ES,1,71,21,23,87,39,64,9,89,85,85,16,74,94,91,,,,,,,,,,,,,,,2,63,2,3,3,5,6,5fb2414a05eae9373dd9b666,5fb2414a05eae9373dd9b666,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:37:41,2021-04-07 19:39:23,0,87.114.36.170,100,102,1,2021-04-07 19:39:24,R_1Ol42jmjSLm2lZR,,,,,51.49639892578125,-0.122406005859375,anonymous,ES-ES,1,31,,69,66,32,68,32,70,68,69,67,67,100,65,,,,,,,,,,,,,,,1,51,1,3,1,1,6,5ecb7a2d7a32d26eca7526ba,5ecb7a2d7a32d26eca7526ba,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:37:58,2021-04-07 19:40:17,0,84.69.81.51,100,139,1,2021-04-07 19:40:18,R_2zUYD12ZMe5l01O,,,,,52.5126953125,-1.450897216796875,anonymous,ES-ES,1,100,31,50,51,43,64,,25,84,100,100,100,79,100,,,,,,,,,,,,,,,1,21,2,4,2,6,6,5f87099669edb509074f52ff,5f87099669edb509074f52ff,606447a465eee832c645552f,fact,fact
2021-04-07 19:35:56,2021-04-07 19:40:19,0,86.0.35.31,100,263,1,2021-04-07 19:40:19,R_Qp1DriWsTIsdjY5,,,,,52.3907012939453125,-1.291107177734375,anonymous,ES-ES,1,34,33,68,56,68,56,,58,31,67,0,99,75,75,,,,,,,,,,,,,,,2,20,1,3,3,3,6,60301eb443d657e3194282fa,60301eb443d657e3194282fa,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:38:27,2021-04-07 19:40:41,0,143.159.232.170,100,134,1,2021-04-07 19:40:41,R_xi1cwPaY8DQWQRX,,,,,52.61810302734375,-1.1804046630859375,anonymous,ES-ES,1,35,33,34,77,32,71,66,35,73,71,26,,100,86,,,,,,,,,,,,,,,2,38,1,2,1,1,6,5fde36d50a5e7f57ba491e20,5fde36d50a5e7f57ba491e20,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:38:25,2021-04-07 19:41:33,0,82.19.211.148,100,188,1,2021-04-07 19:41:34,R_2zikeJ4VnQspiLj,,,,,50.7886962890625,-1.1475067138671875,anonymous,ES-ES,1,76,12,,65,34,90,79,45,70,81,67,55,70,66,,,,,,,,,,,,,,,1,23,1,4,2,3,5,5e63d756c2c9b515cff6beff,5e63d756c2c9b515cff6beff,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:40:06,2021-04-07 19:41:44,0,109.151.121.216,100,97,1,2021-04-07 19:41:44,R_1ojrVWukJYjSsUZ,,,,,51.260406494140625,-1.0825042724609375,anonymous,ES-ES,1,33,11,,89,3,100,70,97,76,88,69,70,78,82,,,,,,,,,,,,,,,1,32,1,3,1,1,6,5ffdd6d02b3bca3c02450f95,5ffdd6d02b3bca3c02450f95,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:38:09,2021-04-07 19:41:51,0,86.161.126.246,100,221,1,2021-04-07 19:41:51,R_3flb1lFxEBnq70z,,,,,54.083892822265625,-1.2279052734375,anonymous,ES-ES,1,88,32,28,87,0,100,94,97,42,0,31,11,83,95,,,,,,,,,,,,,,,2,19,1,3,1,2,6,5e70fefda35482000b5919d4,5e70fefda35482000b5919d4,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:39:30,2021-04-07 19:41:51,0,82.38.219.111,100,140,1,2021-04-07 19:41:51,R_241VGYrqxHNg0D7,,,,,51.476898193359375,-2.55340576171875,anonymous,ES-ES,1,79,36,34,68,0,100,100,67,100,69,33,68,,70,,,,,,,,,,,,,,,2,22,1,3,1,1,6,5fb32a1f69fda0a53751a1b7,5fb32a1f69fda0a53751a1b7,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:37:06,2021-04-07 19:41:56,0,86.184.181.245,100,290,1,2021-04-07 19:41:57,R_1rAfWCsf3ZullvX,,,,,52.5876007080078125,-1.9828033447265625,anonymous,ES-ES,1,25,71,2,83,0,99,72,77,70,72,31,98,100,100,,,,,,,,,,,,,,,2,67,5,1,6,6,6,5f564265f9d134032e757250,5f564265f9d134032e757250,606447a465eee832c645552f,fact,fact
2021-04-07 19:37:50,2021-04-07 19:43:02,0,82.132.239.185,100,312,1,2021-04-07 19:43:03,R_SPn0k3OUkyBZEvD,,,,,52.486297607421875,-1.8495025634765625,anonymous,ES-ES,1,72,7,34,68,31,60,75,16,98,98,27,38,86,33,,,,,,,,,,,,,,,2,30,1,4,3,2,5,5eff6987311419024b04a969,5eff6987311419024b04a969,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:41:19,2021-04-07 19:43:06,0,176.252.33.23,100,106,1,2021-04-07 19:43:06,R_2fpRMgxvpqv3B7G,,,,,50.8428955078125,-0.1157989501953125,anonymous,ES-ES,1,13,64,32,72,67,70,50,5,81,100,0,86,77,29,,,,,,,,,,,,,,,2,26,1,4,2,2,6,6058c75d790ff61757f05b1d,6058c75d790ff61757f05b1d,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:40:39,2021-04-07 19:43:33,0,86.157.3.208,100,173,1,2021-04-07 19:43:33,R_zTr6fC5XzYv6aUV,,,,,50.6049957275390625,-1.24200439453125,anonymous,ES-ES,1,68,17,43,33,20,78,84,79,92,83,49,23,75,77,,,,,,,,,,,,,,,1,30,2,4,3,3,6,5ec633682fdab6000b62bfba,5ec633682fdab6000b62bfba,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:40:40,2021-04-07 19:44:28,0,92.6.255.66,100,227,1,2021-04-07 19:44:28,R_1gMZX10YhKhtQQH,,,,,52.5027008056640625,1.7068023681640625,anonymous,ES-ES,1,31,34,33,70,32,68,68,32,69,33,68,33,100,69,,,,,,,,,,,,,,,2,46,1,2,5,6,6,5fb0198dce9407370ad85737,5fb0198dce9407370ad85737,606447a465eee832c645552f,fact,fact
2021-04-07 19:39:26,2021-04-07 19:44:42,0,2.30.181.68,100,316,1,2021-04-07 19:44:43,R_9LmelhXK0ll2f2p,,,,,51.4712066650390625,-0.9420928955078125,anonymous,ES-ES,1,25,25,40,25,45,74,24,25,58,16,0,100,99,82,,,,,,,,,,,,,,,2,77,4,1,4,4,5,5d57d1dc914e310019cdfb9b,5d57d1dc914e310019cdfb9b,606447a465eee832c645552f,fact,fact
2021-04-07 19:42:01,2021-04-07 19:44:58,0,94.14.244.224,100,177,1,2021-04-07 19:44:58,R_2fwGIGLmNdHDnDY,,,,,51.52099609375,-3.203704833984375,anonymous,ES-ES,1,29,7,92,87,33,94,68,69,71,72,1,96,100,6,,,,,,,,,,,,,,,2,32,2,3,1,1,6,5d8f98b397a2130019f3fdc7,5d8f98b397a2130019f3fdc7,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:42:51,2021-04-07 19:45:15,0,188.221.4.20,100,143,1,2021-04-07 19:45:15,R_2foCzSkjI7GCA06,,,,,52.9875030517578125,-2.1802978515625,anonymous,ES-ES,1,14,87,14,83,82,87,34,51,51,51,0,100,77,92,,,,,,,,,,,,,,,2,33,1,3,6,6,6,5ce66d8fed9d610001f60772,5ce66d8fed9d610001f60772,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:42:19,2021-04-07 19:45:21,0,86.135.197.55,100,181,1,2021-04-07 19:45:21,R_3q8V32NgkZk5CuN,,,,,51.2483062744140625,-1.1266021728515625,anonymous,ES-ES,1,70,29,30,69,26,69,50,50,65,34,31,70,98,30,,,,,,,,,,,,,,,2,25,2,4,2,2,5,5d547da5f229740015e3cd3d,5d547da5f229740015e3cd3d,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:43:49,2021-04-07 19:45:37,0,86.178.34.92,100,107,1,2021-04-07 19:45:37,R_Bx46hUskplFHllL,,,,,52.768096923828125,-1.202606201171875,anonymous,ES-ES,1,33,45,74,94,50,28,100,100,28,74,50,68,71,80,,,,,,,,,,,,,,,2,58,4,4,6,6,6,5ea449702ac60d3d9dbe2b40,5ea449702ac60d3d9dbe2b40,606447a465eee832c645552f,fact,fact
2021-04-07 19:43:26,2021-04-07 19:45:48,0,77.100.246.162,100,141,1,2021-04-07 19:45:48,R_3NQdBgvcdfqDFbt,,,,,55.805999755859375,-3.9416961669921875,anonymous,ES-ES,1,64,82,74,69,7,92,68,87,58,63,51,61,32,80,,,,,,,,,,,,,,,2,34,1,3,2,3,6,5bc79c71bc506300018efce1,5bc79c71bc506300018efce1,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:41:29,2021-04-07 19:45:58,0,86.157.236.149,100,268,1,2021-04-07 19:45:58,R_2V8iDnzeNHOOGBR,,,,,53.4333038330078125,-3.033294677734375,anonymous,ES-ES,1,34,41,62,42,36,66,51,69,51,94,33,40,,,,,,,,,,,,,,,,,2,49,1,2,2,2,5,5c1a1c6b0bdf8b0001c5928e,5c1a1c6b0bdf8b0001c5928e,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:43:30,2021-04-07 19:46:11,0,176.249.135.179,100,161,1,2021-04-07 19:46:11,R_2151EafUSUW3J9U,,,,,51.6096954345703125,0.010406494140625,anonymous,ES-ES,1,28,63,85,75,29,92,26,94,35,69,0,100,98,99,,,,,,,,,,,,,,,2,42,4,4,6,7,6,5e0e6fbf5777b55c2c0844ff,5e0e6fbf5777b55c2c0844ff,606447a465eee832c645552f,fact,fact
2021-04-07 19:44:38,2021-04-07 19:46:30,0,78.146.219.165,100,112,1,2021-04-07 19:46:30,R_1lcv0QGNhQzCp2j,,,,,51.8979949951171875,-0.6338043212890625,anonymous,ES-ES,1,64,57,32,62,60,62,68,68,69,66,33,65,59,70,,,,,,,,,,,,,,,2,39,2,4,2,3,5,5dbda7fca9e74e2df4f9ec17,5dbda7fca9e74e2df4f9ec17,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:44:30,2021-04-07 19:46:38,0,77.96.105.77,100,128,1,2021-04-07 19:46:39,R_2wtL7F6jbgvjsWL,,,,,55.96319580078125,-3.2545928955078125,anonymous,ES-ES,1,71,58,39,13,4,78,54,5,67,30,29,38,44,51,,,,,,,,,,,,,,,1,25,1,4,1,1,5,5ef0a07ecb94ad5f47238367,5ef0a07ecb94ad5f47238367,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:42:35,2021-04-07 19:46:51,0,81.101.185.170,100,256,1,2021-04-07 19:46:51,R_wNacNk1LektnCCd,,,,,53.4141998291015625,-2.227996826171875,anonymous,ES-ES,1,31,30,33,66,32,31,67,32,51,0,0,91,100,100,,,,,,,,,,,,,,,2,36,1,4,1,1,6,5a8bc663eea3d300016e9d92,5a8bc663eea3d300016e9d92,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:44:52,2021-04-07 19:46:55,0,86.178.76.231,100,122,1,2021-04-07 19:46:55,R_3qU82dn2moWy9AK,,,,,52.07659912109375,-0.0211944580078125,anonymous,ES-ES,1,67,16,63,42,34,76,69,33,58,19,14,87,,68,,,,,,,,,,,,,,,2,19,4,3,3,3,6,5f207b3aff4d2415185311e1,5f207b3aff4d2415185311e1,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:44:27,2021-04-07 19:47:04,0,81.129.189.25,100,156,1,2021-04-07 19:47:04,R_1Naz47KFe41a7iV,,,,,53.6833038330078125,-2.9167022705078125,anonymous,ES-ES,1,73,36,38,67,34,,100,100,78,65,65,35,100,87,,,,,,,,,,,,,,,2,21,1,4,1,1,6,60153082a0361e5b3a7b0f82,60153082a0361e5b3a7b0f82,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:45:09,2021-04-07 19:47:24,0,46.64.233.4,100,134,1,2021-04-07 19:47:24,R_1jesQeH9DZypntQ,,,,,54.596893310546875,-3.5352935791015625,anonymous,ES-ES,1,26,51,33,73,32,72,51,85,5,100,32,70,65,51,,,,,,,,,,,,,,,2,37,2,5,2,2,6,5ce1abeba7b516001928bbd5,5ce1abeba7b516001928bbd5,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:46:03,2021-04-07 19:48:17,0,86.6.93.206,100,134,1,2021-04-07 19:48:18,R_1g89nIQyL6Dyj8a,,,,,50.3881072998046875,-4.1324005126953125,anonymous,ES-ES,1,100,29,32,69,34,71,69,69,51,51,30,93,91,87,,,,,,,,,,,,,,,1,34,1,2,2,2,6,5ec52fd2306f2548d71214b2,5ec52fd2306f2548d71214b2,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:45:50,2021-04-07 19:48:30,0,31.127.10.155,100,159,1,2021-04-07 19:48:30,R_BSr1hclS8WZlKIF,,,,,55.066192626953125,-1.5554046630859375,anonymous,ES-ES,1,74,35,33,83,32,82,72,69,70,68,68,,72,74,,,,,,,,,,,,,,,2,20,1,3,2,2,6,60392b6386df9d3d66896b25,60392b6386df9d3d66896b25,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:46:35,2021-04-07 19:48:33,0,92.2.112.214,100,117,1,2021-04-07 19:48:33,R_1Ne3XvgESt6RMLT,,,,,51.488800048828125,-0.2158966064453125,anonymous,ES-ES,1,50,0,26,66,11,92,89,32,52,29,57,45,90,73,,,,,,,,,,,,,,,1,19,4,2,4,4,5,5edd7c8316627fa883311a29,5edd7c8316627fa883311a29,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:47:00,2021-04-07 19:49:02,0,86.6.40.136,100,121,1,2021-04-07 19:49:02,R_3EGv9cRVMQ5W8IB,,,,,53.8231048583984375,-2.2281036376953125,anonymous,ES-ES,1,31,7,16,87,31,73,81,68,70,73,30,56,80,73,,,,,,,,,,,,,,,1,23,1,4,2,2,6,5dd012a97b6a661093d36b8e,5dd012a97b6a661093d36b8e,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:45:30,2021-04-07 19:49:08,0,203.230.226.232,100,218,1,2021-04-07 19:49:09,R_1HpNMca6BiKgFnW,,,,,35.8282928466796875,128.51519775390625,anonymous,ES-ES,1,62,10,63,59,6,94,90,85,83,62,17,93,100,100,,,,,,,,,,,,,,,1,45,2,5,2,4,5,5cd439bfa97efc000147d25e,5cd439bfa97efc000147d25e,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:47:16,2021-04-07 19:49:11,0,86.163.18.171,100,114,1,2021-04-07 19:49:11,R_cRVJJpzyLd9lIbf,,,,,53.4158935546875,-2.184295654296875,anonymous,ES-ES,1,37,0,26,85,6,91,42,22,87,91,73,33,89,87,,,,,,,,,,,,,,,1,28,1,2,3,3,6,5e918309b3f91e4bb747a462,5e918309b3f91e4bb747a462,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:44:31,2021-04-07 19:49:24,0,83.5.244.60,100,292,1,2021-04-07 19:49:24,R_2xVJWgjakItMu4J,,,,,52.2483978271484375,21.002593994140625,anonymous,ES-ES,1,79,66,93,98,85,82,,89,35,96,80,90,82,70,,,,,,,,,,,,,,,1,25,5,4,4,6,5,5f85a4696e700402c42ffcd6,5f85a4696e700402c42ffcd6,606447a465eee832c645552f,fact,fact
2021-04-07 19:46:22,2021-04-07 19:49:28,0,92.172.187.110,100,186,1,2021-04-07 19:49:29,R_27ru11wFkNFEWQs,,,,,40.4152984619140625,-3.694000244140625,anonymous,ES-ES,1,16,72,0,100,36,64,39,59,55,24,69,67,100,100,,,,,,,,,,,,,,,2,62,1,3,6,6,6,5f00a0b70329ec1ad206aa9b,5f00a0b70329ec1ad206aa9b,606447a465eee832c645552f,fact,fact
2021-04-07 19:44:58,2021-04-07 19:49:54,0,82.37.72.158,100,295,1,2021-04-07 19:49:54,R_RVmGUt324Ke5A3L,,,,,51.4535064697265625,-2.591705322265625,anonymous,ES-ES,1,,23,65,64,0,100,100,90,85,66,,,14,26,,,,,,,,,,,,,,,1,26,1,5,1,2,4,60354eae25057919a565aa88,60354eae25057919a565aa88,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:48:16,2021-04-07 19:49:55,0,81.106.2.194,100,98,1,2021-04-07 19:49:55,R_bKp9sqCj3TUblaF,,,,,50.916900634765625,-1.4219970703125,anonymous,ES-ES,1,48,0,34,40,9,79,100,99,80,63,80,84,71,100,,,,,,,,,,,,,,,3,18,1,3,1,2,5,60525f1d38bef14ac2af549c,60525f1d38bef14ac2af549c,606dc73aa1f2b07b2ee95c0b,fact,fact
2021-04-07 19:48:16,2021-04-07 19:50:05,0,109.145.34.177,100,108,1,2021-04-07 19:50:05,R_2Y2EEsbYxzDQasU,,,,,51.8979949951171875,-0.6338043212890625,anonymous,ES-ES,1,13,88,6,86,3,95,64,34,34,71,77,82,89,30,,,,,,,,,,,,,,,1,28,1,4,2,2,6,5f9f366d30ae1a565a704ccc,5f9f366d30ae1a565a704ccc,606dc73aa1f2b07b2ee95c0b,fact,fact
