StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,ab_f_ref_1,su_f_ref_1,va_f_ref_1,gm_f_ref_1,sa_f_ref_1,br_f_ref_1,pb_f_ref_1,c_ref_1,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,explain,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,ab_f_1,ab_c_f_1,Q94_First Click,Q94_Last Click,Q94_Page Submit,Q94_Click Count,su_f_1,su_c_f_1,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,va_f_1,va_c_f_1,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,gm_f_1,gm_c_f_1,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,sa_f_1,sa_c_f_1,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,br_f_1,br_c_f_1,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,pb_f_1,pb_c_f_1,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,su_n_1,su_c_n_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,ab_n_1,ab_c_n_1,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,va_n_1,va_c_n_1,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,gm_n_1,gm_c_n_1,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,sa_n_1,sa_c_n_1,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,br_n_1,br_c_n_1,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,pb_n_1,pb_c_n_1,Q79,PROLIFIC_PID,STUDY_ID,default,issue
2021-08-15 14:12:02,2021-08-15 14:17:05,0,5.69.174.30,100,303,1,2021-08-15 14:17:05,R_1NxkxyQVzfDmhGr,,,,,50.264801025390625,-5.0576019287109375,anonymous,EN-GB,1,,23,,,,,,79,37.581,40.78,96.863,2,"I think while there may be some women who are exploited, for the most part, I think that women are surrogates for legitimate reasons. Whether financial or otherwise, they choose to do it to maybe support friends, family, or others who are unable to have children of their own. I think there is more good than bad in the process generally. ",4.752,5.896,6.467,2,36,72,3.51,4.724,5.816,2,20,83,3.527,7.006,7.509,3,2,98,2.058,3.285,3.905,2,69,79,4.959,6.352,6.876,2,76,86,2.403,3.619,4.149,2,26,79,7.381,11.813,13.028,3,77,98,4.924,6.857,7.077,3,100,100,2.268,3.576,4.117,2,65,78,5.189,6.8,7.002,3,41,75,3.293,4.618,5.219,2,26,87,7.616,9.046,9.709,3,44,54,2.179,4.204,4.829,3,26,80,5.473,7.026,7.596,2,25,76,5e80e70d3c00ce7d6fdb69ef,5e80e70d3c00ce7d6fdb69ef,611666eb61bb33529fc1877d,fact,su
2021-08-15 14:13:05,2021-08-15 14:17:28,0,81.133.149.62,100,262,1,2021-08-15 14:17:28,R_1NC92kytJSqoCjt,,,,,51.2400054931640625,-0.0973052978515625,anonymous,EN-GB,1,72,,,,,,,69,5.468,53.003,53.852,11,Most scientists say it isn't possible for a foetus to feel pain before the third trimester. as the nervous system isnt fully formed,4.942,6.566,7.462,2,71,68,6.28,7.736,8.306,2,32,68,3.591,5.295,5.912,2,0,95,4.381,6.147,6.867,2,100,92,3.566,5.727,6.464,2,67,69,3.945,6.8,7.664,3,67,27,9.987,11.515,12.355,2,70,44,3.682,6.514,8.892,2,84,98,5.878,10.677,11.774,4,38,23,6.501,8.845,9.47,2,16,95,4.47,6.725,8.398,2,0,91,4.763,6.323,6.98,2,75,75,8.659,11.717,13.092,2,35,34,8.016,8.016,9.632,1,50,,610b115d45797ba46b20aa4c,610b115d45797ba46b20aa4c,611666eb61bb33529fc1877d,fact,ab
2021-08-15 14:11:59,2021-08-15 14:17:45,0,81.111.130.4,100,345,1,2021-08-15 14:17:45,R_agWpkqBGjYMkqml,,,,,51.58880615234375,-0.0247039794921875,anonymous,EN-GB,1,,,,,,,59,32,26.789,31.759,49.336,2,I am unsure if it is the best thing for a child to go through such extensive surgery before they turn 16.,7.372,9.087,9.806,2,76,41,3.872,7.167,7.824,2,66,41,4.668,7.912,8.531,2,0,100,3.647,5.949,6.748,3,70,41,6.663,10.356,11.088,2,46,38,3.738,6.456,7.14,3,77,78,5.604,8.639,9.752,2,58,34,3.484,6.457,7.205,2,100,67,3.036,5.284,6.008,2,0,100,4.877,6.942,7.835,2,0,100,3.992,6.543,7.7,2,30,45,8.214,11.02,11.958,2,34,42,4.017,7.59,7.923,4,79,65,6.425,11.307,12.095,3,50,40,5e983f8f552ee502851683ae,5e983f8f552ee502851683ae,611666eb61bb33529fc1877d,fact,pb
2021-08-15 14:14:37,2021-08-15 14:17:49,0,90.217.136.66,100,191,1,2021-08-15 14:17:49,R_bpvAH69LF0IiLnP,,,,,51.589202880859375,0.0699005126953125,anonymous,EN-GB,1,,,,,,30,,85,1.722,40.608,57.259,6,"im pretty ure these things could be tested on non living tissue that stimmulated in a lab and also it just feels very shaady and wrong the things they expose these animals too ",3.116,5.79,6.801,2,23,13,5.151,6.576,7.442,2,59,31,3.599,6.878,7.744,3,30,91,1.673,2.958,3.873,2,32,77,2.501,4.572,5.478,2,83,78,3.096,4.501,5.901,2,28,67,5.561,7.392,8.793,2,91,84,1.39,3.423,4.289,2,69,66,2.043,3.61,4.652,2,36,69,3.208,5.6,6.561,4,32,72,4.31,6.446,6.805,3,25,76,1.567,2.9,4.166,2,67,34,1.802,3.052,3.901,2,21,92,1.216,4.161,5.121,3,70,64,5f04348a0f815501257f51f2,5f04348a0f815501257f51f2,611666eb61bb33529fc1877d,fact,br
2021-08-15 14:14:16,2021-08-15 14:18:58,0,51.148.155.116,100,281,1,2021-08-15 14:18:58,R_1DZOxhQK0shuYS7,,,,,51.451995849609375,-0.1945953369140625,anonymous,EN-GB,1,,,33,,,,,82,17.873,94.766,96.014,22,Severe side effects of modern vaccines are very rare mild ones are more common,2.774,4.339,4.997,2,0,100,4.043,5.21,5.951,2,31,69,3.648,5.317,6.127,2,32,86,2.559,4.24,5.466,2,0,100,8.516,11.709,12.803,3,32,32,2.748,4.399,5.141,2,100,100,5.985,8.436,9.145,2,53,63,4.848,6.8,7.57,2,67,67,2.042,5.127,5.884,3,100,100,4.119,7.22,8.162,4,0,100,3.225,4.555,5.284,2,100,100,4.248,5.575,6.256,2,0,100,2.86,4.919,7.594,2,100,100,6.537,8.727,9.527,2,51,100,5d4960da4f91710019d9fc14,5d4960da4f91710019d9fc14,611666eb61bb33529fc1877d,fact,va
2021-08-15 13:48:56,2021-08-15 14:18:58,0,95.151.152.233,100,1802,1,2021-08-15 14:18:59,R_1LLm48lIrzh2LeX,,,,,53.0843048095703125,-0.8661956787109375,anonymous,EN-GB,1,,,,,64,,,57,22.059,37.052,46.387,3,"I think as long as it is legal and the person in question is of sound mind then there is obviously an element of this solution that does satisfy the needs of the person. However, our society does have a moral issue with paid for services like this and this does cloud the water somewhat on the ethics of it. That is, the use of another person to satisfy the other whilst treating them like an object.",3.88,6.006,6.712,2,99,73,4.785,6.703,8.131,2,56,63,4.827,6.731,8.231,2,13,82,2.485,5.34,6.941,3,54,51,8.668,10.309,11.105,2,58,58,4.397,6.691,8.326,2,53,55,7.318,11.39,12.068,2,98,81,4.406,5.405,6.738,2,51,51,3.224,5.596,6.543,2,25,65,3.554,5.935,7.082,3,55,55,2.936,4.641,5.827,2,56,66,2.961,3.977,6.363,2,57,56,2.964,5.848,7.175,4,38,57,7.998,11.499,12.716,4,85,74,6061ef11da123a1d9e55c6c8,6061ef11da123a1d9e55c6c8,611666eb61bb33529fc1877d,fact,sa
2021-08-15 14:13:50,2021-08-15 14:19:08,0,85.115.54.201,100,317,1,2021-08-15 14:19:08,R_3Jhjv95eIll4QBj,,,,,51.499298095703125,-0.1222991943359375,anonymous,EN-GB,1,,,,44,,,,57,6.451,44.031,48.97,29,"I do believe if there are people starving, then we need to do something about it, but i don't like the idea of 'Frankenstein' crops.",5.81,10.912,15.006,5,72,62,3.209,6.533,7.552,3,67,70,6.575,11.032,12.384,4,41,55,8.257,11.837,13.743,3,54,42,5.924,10.152,12.257,4,63,66,4.545,8.825,9.918,3,0,100,8.755,14.926,15.123,6,100,,4.826,7.984,8.936,3,35,60,4.151,7.438,8.308,3,67,69,4.368,7.957,9.023,3,61,60,4.431,8.161,9.125,3,58,59,0.136,12.511,14.051,5,54,54,4.034,9.331,10.48,4,0,100,10.029,13.384,15.118,3,71,67,60c48535b67b2b74eef760d0,60c48535b67b2b74eef760d0,611666eb61bb33529fc1877d,fact,gm
2021-08-15 14:07:17,2021-08-15 14:20:50,0,86.130.178.72,100,812,1,2021-08-15 14:20:50,R_3EzeaoWjBhfPb1n,,,,,52.675506591796875,-2.7615966796875,anonymous,EN-GB,1,,,,,,85,,68,17.435,225.746,227.198,8,I hink animal testing still needs to be done to ensure the safety and efficacy of new drugs etc to combat disease. Although computer science is proving reliable and helpful there is no alternative to test bio medical research apart from on living tissue.,6.169,7.88,8.733,2,79,27,5.685,6.669,7.353,2,8,80,6.135,9.941,11.323,2,30,99,4.155,5.939,6.807,2,19,85,4.801,6.689,7.214,2,100,91,3.957,5.381,6.218,2,100,97,5.961,7.186,8.412,2,100,100,6.127,11.007,12.092,4,42,67,3.655,6.247,7.009,2,68,77,5.898,11.905,12.757,3,88,74,0.589,0.589,1.601,1,,,5.364,7.532,8.416,3,0,69,7.981,14.109,15.111,3,45,59,7.776,9.632,10.243,2,100,100,5b9cbd2d3be2a10001ed067a,5b9cbd2d3be2a10001ed067a,611666eb61bb33529fc1877d,fact,br
2021-08-15 14:16:54,2021-08-15 14:21:02,0,197.94.89.242,100,247,1,2021-08-15 14:21:02,R_SCPq2B18NSsqgfv,,,,,-34.0485992431640625,18.4810943603515625,anonymous,EN-GB,1,,,,,,,75,29,10.384,27.748,46.496,11,I believe the person should be an adult before they make any serious decisions that will have an impact on the rest of their life.,5.426,7.868,8.187,3,67,8,2.1,3.762,4.264,2,15,4,12.739,14.138,14.696,3,0,85,1.9,2.901,3.462,2,100,85,5.217,6.769,7.271,2,62,5,0,0,15.009,0,,,7.53,12.055,12.309,5,68,32,3.487,5.349,7.277,3,100,83,1.841,3.212,3.574,2,100,85,3.317,6.684,7.145,2,0,100,3.62,4.67,5.345,2,0,80,2.634,3.983,4.516,2,60,3,5.086,6.544,7.132,2,58,58,8.052,9.266,9.78,2,70,69,60fc26024ee3d22b731bbf33,60fc26024ee3d22b731bbf33,611666eb61bb33529fc1877d,fact,pb
2021-08-15 14:16:49,2021-08-15 14:21:02,0,92.12.148.42,100,253,1,2021-08-15 14:21:02,R_WpbrMTkDhcZgnDj,,,,,52.547393798828125,-2.00970458984375,anonymous,EN-GB,1,,,,,33,,,83,16.549,31.086,46.818,6,I think its a disgusting way of trying to meet the needs of those who are less able. It defeats the whole point of love and attraction. It actually warrants nothing. Instead more emphasis on equality would be better suited to this.,13.796,14.879,15.019,2,99,,2.153,6.795,8.256,3,51,45,2.12,5.72,6.527,3,58,66,2.416,5.778,6.904,3,57,61,0.07,5.65,6.579,5,23,93,1.549,4.503,5.119,3,83,98,2.944,14.191,15.012,7,78,95,3.115,8.903,9.613,3,66,76,2.173,8.012,8.909,3,34,78,1.8,7.013,7.738,5,96,93,1.929,5.65,8.026,3,32,55,2.757,5.919,7.338,3,0,100,2.809,7.259,8.038,3,81,68,2.345,7.244,7.967,4,100,100,5ef7d6c359b38851de122110,5ef7d6c359b38851de122110,611666eb61bb33529fc1877d,fact,sa
2021-08-15 14:15:15,2021-08-15 14:21:07,0,46.65.78.221,100,352,1,2021-08-15 14:21:08,R_30wtkDmABCu3CHT,,,,,51.736602783203125,-1.7913970947265625,anonymous,EN-GB,1,69,,,,,,,78,8.479,122.088,122.62,6,Human neuro systems needed to register pain develop in the 3rd trimester,4.226,6.592,7.461,2,69,97,8.2,9.997,11.329,2,41,61,6.704,8.155,8.845,2,17,92,5.396,7.174,7.957,2,89,83,5.929,11.338,12.119,2,91,93,5.517,8.361,9.696,3,20,81,7.66,10.014,10.793,2,28,94,8.867,10.714,11.704,2,81,87,7.906,7.906,15.006,1,31,,5.004,14.03,15.007,4,63,71,7.499,11.238,12.707,2,7,88,9.63,11.228,12.026,2,77,69,0.654,8.199,9.621,3,32,87,8.946,14.423,15.106,3,83,67,60b229e58adc4fd4fb7e0158,60b229e58adc4fd4fb7e0158,611666eb61bb33529fc1877d,fact,ab
2021-08-15 14:18:48,2021-08-15 14:22:20,0,84.65.231.61,100,211,1,2021-08-15 14:22:20,R_2ru4drYfeVWUryp,,,,,52.502593994140625,-1.781494140625,anonymous,EN-GB,1,,,,68,,,,34,3.376,37.53,46.939,14,I personally see no reason as to why they are not fit for consumption thus I don't think there is any problem in eating them,3.225,6.665,7.25,4,20,65,3.142,5.926,6.923,4,34,0,2.876,7.308,15.014,4,33,34,2.754,4.454,5.043,2,68,67,1.601,6.016,7.002,4,49,0,3.602,4.602,5.198,2,56,33,4.057,5.349,6.101,2,80,100,4.636,6.684,7.344,4,33,35,2.399,4.189,4.498,3,88,70,2.597,5.121,5.696,5,82,69,4.692,6.412,7.081,2,0,67,4.268,6.822,7.8,4,0,100,2.689,5.451,6.118,5,50,0,2.874,4.114,4.706,3,100,100,610554e8bd77d7e610f3e295,610554e8bd77d7e610f3e295,611666eb61bb33529fc1877d,fact,gm
2021-08-15 14:15:47,2021-08-15 14:22:43,0,92.8.98.20,100,416,1,2021-08-15 14:22:43,R_3nJJofwkLRjzat3,,,,,51.8813934326171875,-2.237396240234375,anonymous,EN-GB,1,,33,,,,,,36,16.132,21.043,54.933,2,"i think that majority of the time surrogate mothers are a great way to allow couples start their family and payment with money is a way to exchange this, however it is difficult to put a price on a baby.",7.427,9.563,10.598,3,69,7,3.477,7.04,8.7,2,27,56,6.577,8.324,9.081,2,25,75,7.553,9.472,10.235,2,49,16,8.304,12.926,13.672,3,32,12,5.745,8.6,9.487,3,64,9,0,0,15.021,0,84,,6.041,7.275,8.16,2,84,81,10.245,12.326,13.5,2,55,46,11.321,13.469,14.321,2,67,70,4.078,5.865,6.551,2,34,74,0.491,9.939,10.622,3,31,72,6.959,8.755,9.614,2,65,28,14.501,14.501,15.115,1,35,,60fecfcc7acc06ed3c706ceb,60fecfcc7acc06ed3c706ceb,611666eb61bb33529fc1877d,fact,su
2021-08-15 14:16:18,2021-08-15 14:23:36,0,90.219.14.184,100,437,1,2021-08-15 14:23:36,R_RaYRpbCxgynoNvX,,,,,55.8473052978515625,-4.1824951171875,anonymous,EN-GB,1,,,60,,,,,66,6.915,53.8,54.671,13,"From my experience and that of others I know side effects are frequently experienced particularly amongst my age group but not overly severe, however I am aware of a few people who have had to seek medical advice following the vaccine.",5.205,10.889,12.694,6,31,35,2.223,10.139,10.961,8,34,68,1.583,14.592,15.114,7,64,64,1.717,7.377,8.189,8,39,40,1.863,8.069,9.087,6,60,42,1.538,7.839,8.862,6,35,61,2.185,8.879,9.441,4,70,65,2.128,9.471,9.977,5,84,83,4.745,9.185,10.027,6,50,40,2.547,7.983,8.52,5,59,61,1.761,9.849,10.956,7,65,38,1.824,6.117,7.436,7,41,58,1.559,8.643,9.419,6,57,44,2.048,10.43,11.315,8,66,59,61031d599d3fc41f00e7e6c0,61031d599d3fc41f00e7e6c0,611666eb61bb33529fc1877d,fact,va
2021-08-15 14:22:59,2021-08-15 14:26:12,0,82.132.226.246,100,192,1,2021-08-15 14:26:12,R_1l5nkJdKLC8flfE,,,,,51.4730987548828125,-0.3437957763671875,anonymous,EN-GB,1,,,,,,,100,100,11.262,42.123,47.578,4,Teenagers are prone to rash decisions therefore it's better to leave a life changing decision to an older age,2.139,7.645,8.301,5,68,66,1.901,4.682,5.363,3,,,0.949,5.303,6.017,8,5,85,1.245,1.801,3.002,3,,,3.173,5.145,5.935,4,70,68,0.958,3.79,4.388,5,70,58,1.051,9.235,10.079,10,100,96,0.964,3.534,4.164,3,,66,1.34,3.776,4.46,3,,76,0.937,6.082,7.001,9,16,90,1.031,7.801,8.446,10,7,94,1.129,3.23,3.939,6,68,63,0.75,3.91,4.528,6,37,68,0.817,6.257,6.911,8,,51,61057c15a41ca76d1929f024,61057c15a41ca76d1929f024,611666eb61bb33529fc1877d,fact,pb
2021-08-15 14:20:29,2021-08-15 14:26:26,0,92.25.103.106,100,357,1,2021-08-15 14:26:27,R_2qEPR1zWi8hV8hV,,,,,53.4174041748046875,-2.7093048095703125,anonymous,EN-GB,1,,50,,,,,,93,29.977,44.997,46.858,4,It could be considered that surrogate mothers can be exploited by others or themselves. It is a choice if one `wants to become a surrogate mother.,8.635,13.546,14.964,3,28,0,6.573,10.921,11.861,2,51,74,6.47,14.725,15.117,3,30,84,10.073,13.609,15.1,2,51,35,5.219,6.775,7.965,2,51,51,3.291,5.923,7.38,2,51,68,7.13,9.058,10.075,2,100,100,5.912,7.962,9.833,2,73,84,4.445,6.677,7.81,2,30,71,8.833,10.725,12.272,2,74,83,0.222,7.722,8.807,3,26,72,4.524,6.873,8.243,3,51,51,8.125,10.203,12.352,2,74,100,0,0,16.757,0,,,5ea01e6a6eca87021e1db147,5ea01e6a6eca87021e1db147,611666eb61bb33529fc1877d,fact,su
2021-08-15 14:23:27,2021-08-15 14:27:25,0,94.11.20.17,100,238,1,2021-08-15 14:27:26,R_2nrvH1cczjosKE9,,,,,51.448394775390625,-1.00970458984375,anonymous,EN-GB,1,,,30,,,,,79,1.654,46.275,48.156,18,I think vaccines have been trialled and tested so any severe side effects will be rare,5,7.468,8.007,4,20,76,5.74,13.702,14.502,6,55,70,4.587,7.147,7.716,4,23,78,5.975,10.516,11.093,5,51,60,5.383,8.134,8.671,4,68,68,4.861,6.655,7.236,2,67,66,0.935,0.935,1.482,1,,,5.355,7.04,7.583,3,67,68,3.758,7.174,7.701,4,84,78,5.194,10.38,11.523,6,70,74,5.051,6.058,6.561,2,54,68,6.853,8.297,8.864,3,60,71,8.188,11.274,11.853,5,53,77,6.685,13.91,14.536,6,74,75,5dbdce4e988c3d2feccca774,5dbdce4e988c3d2feccca774,611666eb61bb33529fc1877d,fact,va
2021-08-15 14:20:13,2021-08-15 14:27:32,0,217.34.44.115,100,439,1,2021-08-15 14:27:33,R_1dE2cxcGDXyHlyZ,,,,,51.54150390625,-0.0601043701171875,anonymous,EN-GB,1,,,,,80,,,80,20.871,30.915,54.494,3,"Paid sex work is and should be viewed as a legitimate job anyway so having a service to help meet the needs of disabled people is no different. I think as long as the service is provided by an adult, is paid well and is fully consented to and talked about by both parties first i don't see why it should not be allowed.",7.749,9.097,9.95,2,82,75,1.687,9.839,10.598,3,17,80,5.45,7.655,8.045,3,67,76,5.209,6.409,7.284,2,57,60,5.017,8.132,9.596,3,100,83,3.715,5.009,5.98,2,0,100,1.179,12.431,12.798,6,82,100,2.532,6.35,7.509,4,100,100,3.161,5.651,7.221,2,0,100,4.655,8.498,9.419,4,86,67,4.844,6.494,7.122,2,66,51,11.149,11.149,15.018,1,89,34,7.067,8.319,9.122,2,0,100,9.952,12.634,13.49,3,0,85,5fbf82073c290326d44a11f0,5fbf82073c290326d44a11f0,611666eb61bb33529fc1877d,fact,sa
2021-08-15 14:12:42,2021-08-15 14:27:39,0,5.71.224.176,100,897,1,2021-08-15 14:27:39,R_ugkFEhEw8v9zqPn,,,,,53.754302978515625,-1.54620361328125,anonymous,EN-GB,1,,42,,,,,,59,10.062,35.226,158.41,5,I feel that there are many examples whereby women choose to be surrogates for whatever reason and are content with the choice they made. However I feel that there may be examples of women in poverty who are exploited in a surrogacy arrangement particularly in respect of cross border arrangements with countries with fewer regulations.  I don't see anything wrong with a woman receiving money for surrogacy in itself.,0.029,9.844,15.01,5,39,0,7.712,13.921,15.007,3,46,46,5.414,11.104,12.361,3,11,81,5.048,7.429,8.599,2,59,33,5.329,7.14,15.109,2,55,8,4.651,7.835,8.955,4,42,31,5.147,11.21,15.011,3,90,2,6.248,14.066,15.007,2,86,72,6.823,13.953,15.008,2,63,13,5.084,7.516,15.01,2,35,14,4.676,5.759,6.943,2,59,33,5.34,7.572,15.009,2,58,4,4.363,7.969,9.49,2,40,44,7.255,12.929,15.108,4,13,17,5f19675f002f9a01e273dc57,5f19675f002f9a01e273dc57,611666eb61bb33529fc1877d,fact,su
2021-08-15 14:23:04,2021-08-15 14:28:11,0,82.68.211.54,100,307,1,2021-08-15 14:28:11,R_rlkbI7ytPhPV1N7,,,,,53.9308013916015625,-0.8083038330078125,anonymous,EN-GB,1,16,,,,,,,17,33.555,48.597,50.434,5,"It's not something I have a strong opinion or indeed knowledge of. I really have no idea when a foetus begins to feel pain. It's something that I would have studied, but it was a long time ago. Perhaps back in the school days and that seems like an age ago now!",3.525,5.653,6.683,3,17,16,7.309,11.102,11.804,3,22,81,5.914,8.45,8.983,2,21,91,1.699,5.42,6.487,3,80,100,8.19,10.983,11.579,2,77,79,3.701,6.173,8.627,2,81,81,9.539,14.139,14.367,3,100,100,7.247,8.743,9.549,2,100,100,3.12,10.712,11.3,2,0,100,7.536,10.304,11.26,2,50,83,2.836,4.284,4.913,2,0,100,5.663,7.032,7.813,2,0,100,5.7,8.845,9.568,2,80,82,5.935,7.526,8.348,2,100,100,609478fa9e5b4d075246cfaf,609478fa9e5b4d075246cfaf,611666eb61bb33529fc1877d,fact,ab
2021-08-15 14:20:55,2021-08-15 14:28:36,0,82.16.89.168,100,460,1,2021-08-15 14:28:36,R_2Xd5Qe1C9eR2Xxh,,,,,51.7783966064453125,0.1056976318359375,anonymous,EN-GB,1,,,,,,98,,94,9.549,12.496,47.836,2,Animal testing is important for the development of new medicines for mankind  there is no way at present to ensure that new medicines are safe to go into humans without animal testing.,0.546,5.59,8.5,2,36,,5.883,7.815,8.558,3,29,68,4.547,7.916,8.705,6,5,87,3.023,5.374,6.693,3,77,70,13.962,13.962,15.007,1,33,,3.157,4.836,5.655,2,89,90,6.337,6.337,7.84,1,10,,7.611,9.338,10.203,2,72,68,4.352,5.661,6.496,2,84,69,4.487,6.764,7.712,2,35,64,4.789,6.267,7.294,2,33,72,6.699,7.857,8.736,2,36,63,5.471,8.92,9.634,3,94,90,7.655,8.851,9.655,2,20,68,5f6f7258aa7332501adb94f4,5f6f7258aa7332501adb94f4,611666eb61bb33529fc1877d,fact,br
2021-08-15 14:23:35,2021-08-15 14:28:40,0,77.98.151.145,100,304,1,2021-08-15 14:28:40,R_WvLPivlP0mJvJWp,,,,,52.4425048828125,-1.9441986083984375,anonymous,EN-GB,1,32,,,,,,,51,29.391,44.74,46.035,9,"I feel that an unborn baby could potentially feel pain even at early stages but I'm not entirely sure if that is true. I do however believe that people should be free to abort a baby if they choose to as they may have good reasons and there is a chance they might have taken some measures to prevent getting pregnant but failed. ",5.323,6.026,6.697,2,26,51,5.587,7.304,7.818,2,0,100,5.579,6.303,7.599,2,51,51,2.834,4.529,5.225,3,69,73,3.312,4.805,5.451,3,77,91,4.668,6.369,6.87,2,30,70,8.577,10.093,10.865,2,50,74,8.568,14.492,15.005,3,100,51,4.14,6.379,7.13,3,32,66,6.755,11.108,11.981,3,50,51,5.857,7.581,8.197,3,32,50,0.101,6.701,7.953,3,72,72,11.043,12.172,12.841,2,32,73,8.718,12.808,15.012,3,68,51,60b4ae00a553ce01ecec6699,60b4ae00a553ce01ecec6699,611666eb61bb33529fc1877d,fact,ab
2021-08-15 14:25:40,2021-08-15 14:29:15,0,92.233.222.198,100,214,1,2021-08-15 14:29:15,R_1M0cYU7LoFlAxvl,,,,,52.4994049072265625,-2.018798828125,anonymous,EN-GB,1,,,28,,,,,85,5.315,47.72,48.984,22,"Based on science I know that there are side effects to vaccines but these are usually rare. ",5.549,7.83,8.451,4,96,74,1.9,4.165,5.338,4,92,94,3.128,4.761,5.25,3,30,87,3.545,4.73,5.42,3,59,20,1.718,5.036,6.274,5,75,30,4.013,5.496,6.168,3,0,100,7.644,12.679,14.201,5,63,97,3.229,4.663,5.255,3,26,88,1.776,4.809,7.53,4,0,100,4.749,8.199,8.752,4,6,90,3.733,5.367,5.933,3,52,52,2.464,8.581,11.608,6,35,69,4.39,6.34,6.895,3,0,100,3.576,9.279,10.541,6,16,87,60f80462613c5e998b7c667b,60f80462613c5e998b7c667b,611666eb61bb33529fc1877d,fact,va
2021-08-15 14:25:23,2021-08-15 14:30:37,0,86.8.69.104,100,313,1,2021-08-15 14:30:37,R_3oAtsaEPRnlfq5a,,,,,51.3737945556640625,0.491302490234375,anonymous,EN-GB,1,,,,,68,,,79,31.112,51.45,61.654,4,"The disabled may require help to fulfil their sexual needs, and having someone paid to provide that service would be a viable way to achieve that.",5.039,7.101,8.191,2,33,66,5.708,7.844,8.866,2,40,66,8.437,11.632,14.559,2,0,93,4.026,6.017,6.899,2,68,87,6.349,9.048,10.218,4,68,72,3.869,7.176,8.957,3,100,84,4.757,6.525,7.702,2,100,100,6.671,9.173,10.347,2,68,31,4.066,6.306,7.074,2,67,43,5.294,7.512,8.52,4,85,77,5.698,8.075,9.619,2,33,35,4.84,11.506,12.63,4,60,38,5.493,7.04,8.309,2,68,36,8.22,13.245,14.524,4,100,92,5fea2e6613597c51a166f24d,5fea2e6613597c51a166f24d,611666eb61bb33529fc1877d,fact,sa
2021-08-15 14:17:21,2021-08-15 14:30:58,0,2.25.188.231,100,816,1,2021-08-15 14:30:58,R_1JUA4vtg6D8hB6b,,,,,52.351806640625,-1.277801513671875,anonymous,EN-GB,1,,,,,,58,,84,25.17,28.45,48.015,2,I believe it is necessary to test these items on living creatures to ensure they are safe however I think testing on animals can only achieve so much as they are so different from humans. I would favour testing on life prisoners such as mass murderers. Testing on a human being would give much better results as to the safety and potential side effects when given to the main population.,4.768,6.968,15.114,3,65,0,5.314,7.85,15.11,3,0,100,4.327,5.719,15.11,2,31,94,6.97,8.882,15.12,3,33,0,8.534,13.158,15.012,2,58,45,3.712,5.193,15.113,2,66,32,9.344,11.439,15.111,3,100,100,8.89,10.994,15.109,3,31,68,5.895,10.111,15.01,2,77,87,6.182,7.601,15.112,2,100,100,4.267,5.731,15.021,3,68,83,5.858,8.217,15.12,3,0,100,8.239,10.744,15.012,3,55,66,7.07,9.038,15.008,3,100,100,571fd2f24b8ecc0011c24f34,571fd2f24b8ecc0011c24f34,611666eb61bb33529fc1877d,fact,br
2021-08-15 14:24:21,2021-08-15 14:31:34,0,86.151.95.35,100,433,1,2021-08-15 14:31:35,R_1GNTVTB1mXLlSpm,,,,,50.464599609375,-4.468597412109375,anonymous,EN-GB,1,,,,,,,60,84,55.863,62.569,65.71,3,16 is an age where most teenagers are expected to start acting more like adults than children so I think their freedom to choose what they do with their bodies should reflect that. I believe that a teenager undergoing a surgery and then possibly regretting in in their 30's is no different that a person in their 30's doing the same and regretting it in thier 50's.,7.884,11.091,12.143,2,67,33,5.926,10.04,11.529,2,33,43,0.289,13.818,15.109,4,33,88,4.207,6.454,7.443,2,68,79,6.452,8.739,10.015,2,33,68,4.184,7.637,8.523,2,18,79,7.32,8.9,9.87,2,64,87,4.145,5.769,6.855,2,100,100,4.272,8.305,9.099,3,33,82,8.065,10.527,11.388,2,10,96,7.806,14.504,15.01,3,33,41,7.632,9.508,10.563,2,68,39,5.529,9.5,10.903,3,10,93,7.624,11.2,12.019,2,26,76,5d5b1ca95d31e300163ddf44,5d5b1ca95d31e300163ddf44,611666eb61bb33529fc1877d,fact,pb
